Location,Period,Time,Direction,Plate
Chereb Lane,PM,5:15 PM,Eastbound,2667
Chereb Lane,PM,5:15 PM,Eastbound,6416
Chereb Lane,PM,5:15 PM,Eastbound,9135
Chereb Lane,PM,5:15 PM,Eastbound,6550
Chereb Lane,PM,5:15 PM,Eastbound,3199
Chereb Lane,PM,5:15 PM,Eastbound,3186
Chereb Lane,PM,5:15 PM,Eastbound,9877
Chereb Lane,PM,5:15 PM,Eastbound,7375
Chereb Lane,PM,5:15 PM,Eastbound,6357
Chereb Lane,PM,5:15 PM,Eastbound,6741
Chereb Lane,PM,5:15 PM,Eastbound,1710
Chereb Lane,PM,5:15 PM,Eastbound,5695
Chereb Lane,PM,5:30 PM,Eastbound,8395
Chereb Lane,PM,5:30 PM,Eastbound,3114
Chereb Lane,PM,5:30 PM,Eastbound,8982
Chereb Lane,PM,5:30 PM,Eastbound,6389
Chereb Lane,PM,5:30 PM,Eastbound,5541
Chereb Lane,PM,5:30 PM,Eastbound,6932
Chereb Lane,PM,5:30 PM,Eastbound,9920
Chereb Lane,PM,5:30 PM,Eastbound,9317
Chereb Lane,PM,5:30 PM,Eastbound,2788
Chereb Lane,PM,5:30 PM,Eastbound,9270
Chereb Lane,PM,5:30 PM,Eastbound,4994
Chereb Lane,PM,5:30 PM,Eastbound,9190
Chereb Lane,PM,5:30 PM,Eastbound,3339
Chereb Lane,PM,5:30 PM,Eastbound,7599
Chereb Lane,PM,5:30 PM,Eastbound,1566
Chereb Lane,PM,5:30 PM,Eastbound,7039
Chereb Lane,PM,5:30 PM,Eastbound,9977
Chereb Lane,PM,5:30 PM,Eastbound,4684
Chereb Lane,PM,5:30 PM,Eastbound,8388
Chereb Lane,PM,5:30 PM,Eastbound,3413
Chereb Lane,PM,5:30 PM,Eastbound,6064
Chereb Lane,PM,5:30 PM,Eastbound,7323
Chereb Lane,PM,5:30 PM,Eastbound,1462
Chereb Lane,PM,5:30 PM,Eastbound,2430
Chereb Lane,PM,5:30 PM,Eastbound,1533
Chereb Lane,PM,5:30 PM,Eastbound,6901
Chereb Lane,PM,5:30 PM,Eastbound,8832
Chereb Lane,PM,5:30 PM,Eastbound,5037
Chereb Lane,PM,5:30 PM,Eastbound,4167
Chereb Lane,PM,5:45 PM,Eastbound,6266
Chereb Lane,PM,5:45 PM,Eastbound,4886
Chereb Lane,PM,5:45 PM,Eastbound,339
Chereb Lane,PM,5:45 PM,Eastbound,3128
Chereb Lane,PM,5:45 PM,Eastbound,9014
Chereb Lane,PM,5:45 PM,Eastbound,3956
Chereb Lane,PM,5:45 PM,Eastbound,6365
Chereb Lane,PM,5:45 PM,Eastbound,5779
Chereb Lane,PM,5:45 PM,Eastbound,8387
Chereb Lane,PM,5:45 PM,Eastbound,2456
Chereb Lane,PM,5:45 PM,Eastbound,9382
Chereb Lane,PM,5:45 PM,Eastbound,2952
Chereb Lane,PM,5:45 PM,Eastbound,7021
Chereb Lane,PM,5:45 PM,Eastbound,8983
Chereb Lane,PM,5:45 PM,Eastbound,6878
Chereb Lane,PM,5:45 PM,Eastbound,7043
Chereb Lane,PM,5:45 PM,Eastbound,5425
Chereb Lane,PM,5:45 PM,Eastbound,4896
Chereb Lane,PM,5:45 PM,Eastbound,6976
Chereb Lane,PM,5:45 PM,Eastbound,5979
Chereb Lane,PM,5:45 PM,Eastbound,2961
Chereb Lane,PM,5:45 PM,Eastbound,3529
Chereb Lane,PM,5:45 PM,Eastbound,6492
Chereb Lane,PM,5:45 PM,Eastbound,9446
Chereb Lane,PM,5:45 PM,Eastbound,9133
Chereb Lane,PM,5:45 PM,Eastbound,9607
Chereb Lane,PM,5:45 PM,Eastbound,9789
Chereb Lane,PM,5:45 PM,Eastbound,6032
Chereb Lane,PM,6:00 PM,Eastbound,8327
Chereb Lane,PM,6:00 PM,Eastbound,4036
Chereb Lane,PM,6:00 PM,Eastbound,7785
Chereb Lane,PM,6:00 PM,Eastbound,2562
Chereb Lane,PM,6:00 PM,Eastbound,4700
Chereb Lane,PM,6:00 PM,Eastbound,3066
Chereb Lane,PM,6:00 PM,Eastbound,9317
Chereb Lane,PM,6:00 PM,Eastbound,9107
Chereb Lane,PM,6:00 PM,Eastbound,1FAITH
Chereb Lane,PM,6:00 PM,Eastbound,8670
Chereb Lane,PM,6:00 PM,Eastbound,9430
Chereb Lane,PM,6:00 PM,Eastbound,7817
Chereb Lane,PM,6:00 PM,Eastbound,4948
Chereb Lane,PM,6:00 PM,Eastbound,7861
Chereb Lane,PM,6:15 PM,Eastbound,4409
Chereb Lane,PM,6:15 PM,Eastbound,9957
Chereb Lane,PM,6:15 PM,Eastbound,8244
Chereb Lane,PM,6:15 PM,Eastbound,5067
Chereb Lane,PM,6:15 PM,Eastbound,7094
Chereb Lane,PM,6:15 PM,Eastbound,6418
Chereb Lane,PM,6:15 PM,Eastbound,2884
Chereb Lane,PM,6:15 PM,Eastbound,8284
Chereb Lane,PM,6:15 PM,Eastbound,9453
Chereb Lane,PM,6:15 PM,Eastbound,8074
Chereb Lane,PM,6:15 PM,Eastbound,6895
Chereb Lane,PM,6:15 PM,Eastbound,2005
Chereb Lane,PM,6:15 PM,Eastbound,2561
Chereb Lane,PM,6:15 PM,Eastbound,3567
Chereb Lane,PM,6:15 PM,Eastbound,5424
Chereb Lane,PM,6:15 PM,Eastbound,8601
Chereb Lane,PM,6:15 PM,Eastbound,6492
Chereb Lane,PM,6:15 PM,Eastbound,7986
Chereb Lane,PM,6:15 PM,Eastbound,890
Chereb Lane,PM,6:15 PM,Eastbound,9453
Chereb Lane,PM,6:30 PM,Eastbound,6910
Chereb Lane,PM,6:30 PM,Eastbound,5446
Chereb Lane,PM,6:30 PM,Eastbound,8190
Chereb Lane,PM,6:30 PM,Eastbound,5451
Chereb Lane,PM,6:30 PM,Eastbound,4317
Chereb Lane,PM,6:30 PM,Eastbound,2308
Chereb Lane,PM,6:30 PM,Eastbound,7744
Chereb Lane,PM,6:30 PM,Eastbound,4867
Chereb Lane,PM,6:30 PM,Eastbound,5593
Chereb Lane,PM,6:30 PM,Eastbound,2485
Chereb Lane,PM,6:30 PM,Eastbound,ONER
Chereb Lane,PM,6:30 PM,Eastbound,2388
Chereb Lane,PM,6:30 PM,Eastbound,8340
Chereb Lane,PM,6:30 PM,Eastbound,6133
Chereb Lane,PM,6:30 PM,Eastbound,6677
Chereb Lane,PM,6:30 PM,Eastbound,4982
Chereb Lane,PM,6:45 PM,Eastbound,5533
Chereb Lane,PM,6:45 PM,Eastbound,9652
Chereb Lane,PM,6:45 PM,Eastbound,4929
Chereb Lane,PM,6:45 PM,Eastbound,4255
Chereb Lane,PM,6:45 PM,Eastbound,2375
Chereb Lane,PM,6:45 PM,Eastbound,2830
Chereb Lane,PM,6:45 PM,Eastbound,3035
Chereb Lane,PM,6:45 PM,Eastbound,6980
Chereb Lane,PM,6:45 PM,Eastbound,2752
Chereb Lane,PM,6:45 PM,Eastbound,3504
Chereb Lane,PM,6:45 PM,Eastbound,2400
Chereb Lane,PM,6:45 PM,Eastbound,4317
Chereb Lane,PM,6:45 PM,Eastbound,4701
Chereb Lane,PM,6:45 PM,Eastbound,5539
Chereb Lane,PM,6:45 PM,Eastbound,2830
Chereb Lane,PM,6:45 PM,Eastbound,8955
Chereb Lane,PM,6:45 PM,Eastbound,5181
Chereb Lane,PM,6:45 PM,Eastbound,4585
Chereb Lane,PM,6:45 PM,Eastbound,4052
Chereb Lane,PM,6:45 PM,Eastbound,7456
Chereb Lane,AM,6:00 AM,Westbound,2205
Chereb Lane,AM,6:00 AM,Westbound,8000
Chereb Lane,AM,6:00 AM,Westbound,2034
Chereb Lane,AM,6:00 AM,Westbound,1692
Chereb Lane,AM,6:00 AM,Westbound,9974
Chereb Lane,AM,6:00 AM,Westbound,9466
Chereb Lane,AM,6:00 AM,Westbound,2821
Chereb Lane,AM,6:15 AM,Westbound,LUV2LABS
Chereb Lane,AM,6:15 AM,Westbound,28706
Chereb Lane,AM,6:15 AM,Westbound,3861
Chereb Lane,AM,6:15 AM,Westbound,2650
Chereb Lane,AM,6:15 AM,Westbound,8478
Chereb Lane,AM,6:15 AM,Westbound,4506
Chereb Lane,AM,6:30 AM,Westbound,4960
Chereb Lane,AM,6:30 AM,Westbound,6350
Chereb Lane,AM,6:30 AM,Westbound,6809
Chereb Lane,AM,6:30 AM,Westbound,2338
Chereb Lane,AM,6:30 AM,Westbound,D-17UZD
Chereb Lane,AM,6:30 AM,Westbound,9909
Chereb Lane,AM,6:45 AM,Westbound,4674
Chereb Lane,AM,6:45 AM,Westbound,5629
Chereb Lane,AM,6:45 AM,Westbound,4982
Chereb Lane,AM,6:45 AM,Westbound,3584
Chereb Lane,AM,6:45 AM,Westbound,8992
Chereb Lane,AM,6:45 AM,Westbound,7855
Chereb Lane,AM,6:45 AM,Westbound,6942
Chereb Lane,AM,6:45 AM,Westbound,9770
Chereb Lane,AM,7:00 AM,Westbound,4230
Chereb Lane,AM,7:00 AM,Westbound,1915
Chereb Lane,AM,7:00 AM,Westbound,2577
Chereb Lane,AM,7:00 AM,Westbound,1263
Chereb Lane,AM,7:00 AM,Westbound,8123
Chereb Lane,AM,7:00 AM,Westbound,6419
Chereb Lane,AM,7:00 AM,Westbound,1135
Chereb Lane,AM,7:00 AM,Westbound,5061
Chereb Lane,AM,7:00 AM,Westbound,8242
Chereb Lane,AM,7:00 AM,Westbound,2493
Chereb Lane,AM,7:00 AM,Westbound,8627
Chereb Lane,AM,7:00 AM,Westbound,7521
Chereb Lane,AM,7:15 AM,Westbound,6761
Chereb Lane,AM,7:15 AM,Westbound,9720
Chereb Lane,AM,7:15 AM,Westbound,3540
Chereb Lane,AM,7:15 AM,Westbound,5392
Chereb Lane,AM,7:15 AM,Westbound,6418
Chereb Lane,AM,7:15 AM,Westbound,4714
Chereb Lane,AM,7:15 AM,Westbound,7006
Chereb Lane,AM,7:15 AM,Westbound,4413
Chereb Lane,AM,7:15 AM,Westbound,1047
Chereb Lane,AM,7:15 AM,Westbound,2961
Chereb Lane,AM,7:30 AM,Westbound,6419
Chereb Lane,AM,7:30 AM,Westbound,6955
Chereb Lane,AM,7:30 AM,Westbound,7701
Chereb Lane,AM,7:30 AM,Westbound,4591
Chereb Lane,AM,7:30 AM,Westbound,3913
Chereb Lane,AM,7:30 AM,Westbound,1456
Chereb Lane,AM,7:30 AM,Westbound,6040
Chereb Lane,AM,7:30 AM,Westbound,2039
Chereb Lane,AM,7:30 AM,Westbound,9534
Chereb Lane,AM,7:30 AM,Westbound,9920
Chereb Lane,AM,7:45 AM,Westbound,3913
Chereb Lane,AM,7:45 AM,Westbound,3417
Chereb Lane,AM,7:45 AM,Westbound,2017
Chereb Lane,AM,7:45 AM,Westbound,9544
Chereb Lane,AM,7:45 AM,Westbound,7339
Chereb Lane,AM,7:45 AM,Westbound,5920
Chereb Lane,AM,7:45 AM,Westbound,4474
Chereb Lane,AM,7:45 AM,Westbound,7618
Chereb Lane,AM,7:45 AM,Westbound,5541
Chereb Lane,AM,7:45 AM,Westbound,1141
Chereb Lane,AM,7:45 AM,Westbound,3446
Chereb Lane,AM,8:00 AM,Westbound,8476
Chereb Lane,AM,8:00 AM,Westbound,9855
Chereb Lane,AM,8:00 AM,Westbound,8068
Chereb Lane,AM,8:00 AM,Westbound,7841
Chereb Lane,AM,8:00 AM,Westbound,2781
Chereb Lane,AM,8:00 AM,Westbound,4802
Chereb Lane,AM,8:00 AM,Westbound,7721
Chereb Lane,AM,8:15 AM,Westbound,3755
Chereb Lane,AM,8:15 AM,Westbound,2783
Chereb Lane,AM,8:15 AM,Westbound,5932
Chereb Lane,AM,8:15 AM,Westbound,6548
Chereb Lane,AM,8:15 AM,Westbound,6729
Chereb Lane,AM,8:15 AM,Westbound,8726
Chereb Lane,AM,8:15 AM,Westbound,2683
Chereb Lane,AM,8:15 AM,Westbound,2280
Chereb Lane,AM,8:15 AM,Westbound,6677
Chereb Lane,AM,8:15 AM,Westbound,7348
Chereb Lane,AM,8:15 AM,Westbound,4637
Chereb Lane,AM,8:15 AM,Westbound,7777
Chereb Lane,AM,8:30 AM,Westbound,1851
Chereb Lane,AM,8:30 AM,Westbound,2037
Chereb Lane,AM,8:30 AM,Westbound,6228
Chereb Lane,AM,8:30 AM,Westbound,1451
Chereb Lane,AM,8:30 AM,Westbound,4804
Chereb Lane,AM,8:30 AM,Westbound,8153
Chereb Lane,AM,8:30 AM,Westbound,1702
Chereb Lane,AM,8:45 AM,Westbound,9497
Chereb Lane,AM,8:45 AM,Westbound,8703
Chereb Lane,AM,8:45 AM,Westbound,8954
Chereb Lane,AM,8:45 AM,Westbound,6360
Chereb Lane,AM,8:45 AM,Westbound,1059
Chereb Lane,AM,8:45 AM,Westbound,9959
Chereb Lane,AM,8:45 AM,Westbound,2061
Chereb Lane,AM,8:45 AM,Westbound,7416
Chereb Lane,AM,8:45 AM,Westbound,2961
Chereb Lane,AM,8:45 AM,Westbound,9732
Chereb Lane,AM,8:45 AM,Westbound,5983
Chereb Lane,AM,8:45 AM,Westbound,8158
Chereb Lane,AM,8:45 AM,Westbound,3191
Chereb Lane,AM,8:45 AM,Westbound,9099
Chereb Lane,AM,8:45 AM,Westbound,4971
Chereb Lane,AM,9:00 AM,Westbound,9410
Chereb Lane,AM,9:00 AM,Westbound,1889
Chereb Lane,AM,9:00 AM,Westbound,5451
Chereb Lane,AM,9:00 AM,Westbound,2872
Chereb Lane,AM,9:00 AM,Westbound,5055
Chereb Lane,AM,9:00 AM,Westbound,1019
Chereb Lane,AM,9:00 AM,Westbound,6903
Chereb Lane,AM,9:15 AM,Westbound,6691
Chereb Lane,AM,9:15 AM,Westbound,1460
Chereb Lane,AM,9:15 AM,Westbound,4024
Chereb Lane,AM,9:15 AM,Westbound,8485
Chereb Lane,AM,9:15 AM,Westbound,7955
Chereb Lane,AM,9:15 AM,Westbound,4886
Chereb Lane,AM,9:15 AM,Westbound,1555
Chereb Lane,AM,9:15 AM,Westbound,7634
Chereb Lane,AM,9:15 AM,Westbound,1929
Chereb Lane,AM,9:15 AM,Westbound,3043
Chereb Lane,AM,9:15 AM,Westbound,6157
Chereb Lane,AM,9:15 AM,Westbound,7093
Chereb Lane,AM,9:15 AM,Westbound,1600
Chereb Lane,AM,9:30 AM,Westbound,8370
Chereb Lane,AM,9:30 AM,Westbound,2305
Chereb Lane,AM,9:30 AM,Westbound,8818
Chereb Lane,AM,9:30 AM,Westbound,5111
Chereb Lane,AM,9:30 AM,Westbound,1685
Chereb Lane,AM,9:30 AM,Westbound,6637
Chereb Lane,AM,9:30 AM,Westbound,1294
Chereb Lane,AM,9:30 AM,Westbound,2188
Chereb Lane,AM,9:30 AM,Westbound,9794
Chereb Lane,AM,9:30 AM,Westbound,7739
Chereb Lane,AM,9:30 AM,Westbound,1754
Chereb Lane,AM,9:45 AM,Westbound,3482
Chereb Lane,AM,9:45 AM,Westbound,6529
Chereb Lane,AM,9:45 AM,Westbound,3755
Chereb Lane,AM,9:45 AM,Westbound,8511
Chereb Lane,AM,9:45 AM,Westbound,7988
Chereb Lane,AM,9:45 AM,Westbound,2783
Chereb Lane,AM,9:45 AM,Westbound,6695
Chereb Lane,AM,9:45 AM,Westbound,1567
Chereb Lane,AM,9:45 AM,Westbound,4147
Chereb Lane,AM,9:45 AM,Westbound,4506
Chereb Lane,AM,9:45 AM,Westbound,6389
Chereb Lane,AM,9:45 AM,Westbound,2009
Chereb Lane,AM,9:45 AM,Westbound,249
Chereb Lane,AM,9:45 AM,Westbound,610
Chereb Lane,AM,9:45 AM,Westbound,922
Chereb Lane,PM,3:00 PM,Westbound,7163
Chereb Lane,PM,3:00 PM,Westbound,9833
Chereb Lane,PM,3:00 PM,Westbound,8878
Chereb Lane,PM,3:00 PM,Westbound,7782
Chereb Lane,PM,3:00 PM,Westbound,9399
Chereb Lane,PM,3:00 PM,Westbound,9532
Chereb Lane,PM,3:00 PM,Westbound,8773
Chereb Lane,PM,3:00 PM,Westbound,3352
Chereb Lane,PM,3:00 PM,Westbound,5843
Chereb Lane,PM,3:00 PM,Westbound,9928
Chereb Lane,PM,3:00 PM,Westbound,15932
Chereb Lane,PM,3:00 PM,Westbound,4049
Chereb Lane,PM,3:00 PM,Westbound,9725
Chereb Lane,PM,3:00 PM,Westbound,9985
Chereb Lane,PM,3:00 PM,Westbound,373
Chereb Lane,PM,3:00 PM,Westbound,932
Chereb Lane,PM,3:00 PM,Westbound,3492
Chereb Lane,PM,3:15 PM,Westbound,3434
Chereb Lane,PM,3:15 PM,Westbound,7005
Chereb Lane,PM,3:15 PM,Westbound,9408
Chereb Lane,PM,3:15 PM,Westbound,8797
Chereb Lane,PM,3:15 PM,Westbound,5404
Chereb Lane,PM,3:15 PM,Westbound,3441
Chereb Lane,PM,3:15 PM,Westbound,3887
Chereb Lane,PM,3:15 PM,Westbound,3796
Chereb Lane,PM,3:15 PM,Westbound,5787
Chereb Lane,PM,3:15 PM,Westbound,3502
Chereb Lane,PM,3:15 PM,Westbound,1402
Chereb Lane,PM,3:15 PM,Westbound,9838
Chereb Lane,PM,3:15 PM,Westbound,8099
Chereb Lane,PM,3:15 PM,Westbound,8221
Chereb Lane,PM,3:15 PM,Westbound,3431
Chereb Lane,PM,3:30 PM,Westbound,9135
Chereb Lane,PM,3:30 PM,Westbound,8036
Chereb Lane,PM,3:30 PM,Westbound,6971
Chereb Lane,PM,3:30 PM,Westbound,42298
Chereb Lane,PM,3:30 PM,Westbound,5466
Chereb Lane,PM,3:30 PM,Westbound,9518
Chereb Lane,PM,3:30 PM,Westbound,9718
Chereb Lane,PM,3:30 PM,Westbound,3357
Chereb Lane,PM,3:30 PM,Westbound,P69
Chereb Lane,PM,3:30 PM,Westbound,7094
Chereb Lane,PM,3:30 PM,Westbound,8742
Chereb Lane,PM,3:30 PM,Westbound,1710
Chereb Lane,PM,3:30 PM,Westbound,2164
Chereb Lane,PM,3:30 PM,Westbound,6508
Chereb Lane,PM,3:30 PM,Westbound,6651
Chereb Lane,PM,3:30 PM,Westbound,9810
Chereb Lane,PM,3:30 PM,Westbound,7467
Chereb Lane,PM,3:30 PM,Westbound,6603
Chereb Lane,PM,3:30 PM,Westbound,5577
Chereb Lane,PM,3:30 PM,Westbound,8958
Chereb Lane,PM,3:45 PM,Westbound,6416
Chereb Lane,PM,3:45 PM,Westbound,21PZAP
Chereb Lane,PM,3:45 PM,Westbound,1158
Chereb Lane,PM,3:45 PM,Westbound,3428
Chereb Lane,PM,3:45 PM,Westbound,6676
Chereb Lane,PM,3:45 PM,Westbound,3482
Chereb Lane,PM,3:45 PM,Westbound,1001
Chereb Lane,PM,3:45 PM,Westbound,7971
Chereb Lane,PM,3:45 PM,Westbound,7456
Chereb Lane,PM,3:45 PM,Westbound,4076
Chereb Lane,PM,4:00 PM,Westbound,9971
Chereb Lane,PM,4:00 PM,Westbound,9616
Chereb Lane,PM,4:00 PM,Westbound,9127
Chereb Lane,PM,4:00 PM,Westbound,9127
Chereb Lane,PM,4:00 PM,Westbound,4708
Chereb Lane,PM,4:00 PM,Westbound,4896
Chereb Lane,PM,4:00 PM,Westbound,6852
Chereb Lane,PM,4:00 PM,Westbound,4717
Chereb Lane,PM,4:00 PM,Westbound,9745
Chereb Lane,PM,4:00 PM,Westbound,8546
Chereb Lane,PM,4:00 PM,Westbound,6606
Chereb Lane,PM,4:00 PM,Westbound,7632
Chereb Lane,PM,4:00 PM,Westbound,6635
Chereb Lane,PM,4:00 PM,Westbound,3795
Chereb Lane,PM,4:00 PM,Westbound,2038
Chereb Lane,PM,4:00 PM,Westbound,4454
Chereb Lane,PM,4:00 PM,Westbound,53451
Chereb Lane,PM,4:15 PM,Westbound,9956
Chereb Lane,PM,4:15 PM,Westbound,1482
Chereb Lane,PM,4:15 PM,Westbound,5869
Chereb Lane,PM,4:15 PM,Westbound,1496
Chereb Lane,PM,4:15 PM,Westbound,3446
Chereb Lane,PM,4:15 PM,Westbound,1496
Chereb Lane,PM,4:15 PM,Westbound,5387
Chereb Lane,PM,4:15 PM,Westbound,9636
Chereb Lane,PM,4:15 PM,Westbound,2430
Chereb Lane,PM,4:15 PM,Westbound,6696
Chereb Lane,PM,4:15 PM,Westbound,9129
Chereb Lane,PM,4:15 PM,Westbound,5206
Chereb Lane,PM,4:15 PM,Westbound,4528
Chereb Lane,PM,4:15 PM,Westbound,4648
Chereb Lane,PM,4:15 PM,Westbound,5871
Chereb Lane,PM,4:15 PM,Westbound,2488
Chereb Lane,PM,4:15 PM,Westbound,2577
Chereb Lane,PM,4:15 PM,Westbound,2430
Chereb Lane,PM,4:15 PM,Westbound,8190
Chereb Lane,PM,4:15 PM,Westbound,5083
Chereb Lane,PM,4:15 PM,Westbound,2961
Chereb Lane,PM,4:15 PM,Westbound,3835
Chereb Lane,PM,4:15 PM,Westbound,7744
Chereb Lane,PM,4:15 PM,Westbound,2388
Chereb Lane,PM,4:30 PM,Westbound,5121
Chereb Lane,PM,4:30 PM,Westbound,6591
Chereb Lane,PM,4:30 PM,Westbound,8099
Chereb Lane,PM,4:30 PM,Westbound,2398
Chereb Lane,PM,4:30 PM,Westbound,3441
Chereb Lane,PM,4:30 PM,Westbound,5052
Chereb Lane,PM,4:30 PM,Westbound,5319
Chereb Lane,PM,4:30 PM,Westbound,2279
Chereb Lane,PM,4:30 PM,Westbound,9855
Chereb Lane,PM,4:30 PM,Westbound,8120
Chereb Lane,PM,4:30 PM,Westbound,3128
Chereb Lane,PM,4:30 PM,Westbound,2416
Chereb Lane,PM,4:30 PM,Westbound,35221
Chereb Lane,PM,4:30 PM,Westbound,6917
Chereb Lane,PM,4:30 PM,Westbound,6897
Chereb Lane,PM,4:30 PM,Westbound,5998
Chereb Lane,PM,4:30 PM,Westbound,9877
Chereb Lane,PM,4:30 PM,Westbound,28706
Chereb Lane,PM,4:30 PM,Westbound,3540
Chereb Lane,PM,4:45 PM,Westbound,2340
Chereb Lane,PM,4:45 PM,Westbound,19472
Chereb Lane,PM,4:45 PM,Westbound,7470
Chereb Lane,PM,4:45 PM,Westbound,1381
Chereb Lane,PM,4:45 PM,Westbound,5111
Chereb Lane,PM,4:45 PM,Westbound,7215
Chereb Lane,PM,4:45 PM,Westbound,6389
Chereb Lane,PM,4:45 PM,Westbound,2854
Chereb Lane,PM,4:45 PM,Westbound,3501
Chereb Lane,PM,4:45 PM,Westbound,7404
Chereb Lane,PM,4:45 PM,Westbound,6910
Chereb Lane,PM,4:45 PM,Westbound,9500
Chereb Lane,PM,4:45 PM,Westbound,2055
Chereb Lane,PM,4:45 PM,Westbound,6856
Chereb Lane,PM,4:45 PM,Westbound,9262
Chereb Lane,PM,4:45 PM,Westbound,5069
Chereb Lane,PM,5:00 PM,Westbound,39486
Chereb Lane,PM,5:00 PM,Westbound,2530
Chereb Lane,PM,5:00 PM,Westbound,MAUO13
Chereb Lane,PM,5:00 PM,Westbound,8244
Chereb Lane,PM,5:00 PM,Westbound,4065
Chereb Lane,PM,5:00 PM,Westbound,5446
Chereb Lane,PM,5:00 PM,Westbound,7861
Chereb Lane,PM,5:00 PM,Westbound,4156
Chereb Lane,PM,5:00 PM,Westbound,6667
Chereb Lane,PM,5:00 PM,Westbound,8106
Chereb Lane,PM,5:00 PM,Westbound,2783
Chereb Lane,PM,5:00 PM,Westbound,7043
Chereb Lane,PM,5:00 PM,Westbound,1082
Chereb Lane,PM,5:00 PM,Westbound,7093
Chereb Lane,PM,5:00 PM,Westbound,4317
Chereb Lane,PM,5:00 PM,Westbound,8300
Chereb Lane,PM,5:00 PM,Westbound,3601
Chereb Lane,PM,5:00 PM,Westbound,6188
Chereb Lane,PM,5:00 PM,Westbound,7072
Chereb Lane,PM,5:00 PM,Westbound,4913
Chereb Lane,PM,5:00 PM,Westbound,6505
Chereb Lane,PM,5:00 PM,Westbound,9930
Chereb Lane,PM,5:15 PM,Westbound,7353
Chereb Lane,PM,5:15 PM,Westbound,3981
Chereb Lane,PM,5:15 PM,Westbound,6261
Chereb Lane,PM,5:15 PM,Westbound,8678
Chereb Lane,PM,5:15 PM,Westbound,983
Chereb Lane,PM,5:15 PM,Westbound,8379
Chereb Lane,PM,5:15 PM,Westbound,8422
Chereb Lane,PM,5:15 PM,Westbound,7375
Chereb Lane,PM,5:15 PM,Westbound,5221
Chereb Lane,PM,5:15 PM,Westbound,6910
Chereb Lane,PM,5:15 PM,Westbound,932
Chereb Lane,PM,5:15 PM,Westbound,7241
Chereb Lane,PM,5:15 PM,Westbound,4893
Chereb Lane,PM,5:15 PM,Westbound,6667
Chereb Lane,PM,5:15 PM,Westbound,7862
Chereb Lane,PM,5:30 PM,Westbound,8338
Chereb Lane,PM,5:30 PM,Westbound,4130
Chereb Lane,PM,5:30 PM,Westbound,9271
Chereb Lane,PM,5:30 PM,Westbound,8344
Chereb Lane,PM,5:30 PM,Westbound,9957
Chereb Lane,PM,5:30 PM,Westbound,2957
Chereb Lane,PM,5:30 PM,Westbound,9645
Chereb Lane,PM,5:30 PM,Westbound,1566
Chereb Lane,PM,5:30 PM,Westbound,7807
Chereb Lane,PM,5:30 PM,Westbound,9936
Chereb Lane,PM,5:30 PM,Westbound,8832
Chereb Lane,PM,5:30 PM,Westbound,2263
Chereb Lane,PM,5:30 PM,Westbound,9486
Chereb Lane,PM,5:30 PM,Westbound,7707
Chereb Lane,PM,5:30 PM,Westbound,3398
Chereb Lane,PM,5:30 PM,Westbound,1553
Chereb Lane,PM,5:30 PM,Westbound,6678
Chereb Lane,PM,5:30 PM,Westbound,8110
Chereb Lane,PM,5:30 PM,Westbound,3672
Chereb Lane,PM,5:30 PM,Westbound,4049
Chereb Lane,PM,5:30 PM,Westbound,9385
Chereb Lane,PM,5:30 PM,Westbound,5650
Chereb Lane,PM,5:30 PM,Westbound,8702
Chereb Lane,PM,5:30 PM,Westbound,5228
Chereb Lane,PM,5:30 PM,Westbound,5695
Chereb Lane,PM,5:30 PM,Westbound,8321
Chereb Lane,PM,5:30 PM,Westbound,3956
Chereb Lane,PM,5:45 PM,Westbound,9977
Chereb Lane,PM,5:45 PM,Westbound,1928
Chereb Lane,PM,5:45 PM,Westbound,9048
Chereb Lane,PM,5:45 PM,Westbound,6822
Chereb Lane,PM,5:45 PM,Westbound,3533
Chereb Lane,PM,5:45 PM,Westbound,1838
Chereb Lane,PM,5:45 PM,Westbound,1955
Chereb Lane,PM,5:45 PM,Westbound,3973
Chereb Lane,PM,5:45 PM,Westbound,1291
Chereb Lane,PM,5:45 PM,Westbound,3158
Chereb Lane,PM,5:45 PM,Westbound,5785
Chereb Lane,PM,5:45 PM,Westbound,1001
Chereb Lane,PM,5:45 PM,Westbound,2903
Chereb Lane,PM,5:45 PM,Westbound,2343
Chereb Lane,PM,5:45 PM,Westbound,9304
Chereb Lane,PM,5:45 PM,Westbound,9745
Chereb Lane,PM,5:45 PM,Westbound,3795
Chereb Lane,PM,5:45 PM,Westbound,3868
Chereb Lane,PM,5:45 PM,Westbound,5244
Chereb Lane,PM,5:45 PM,Westbound,2355
Chereb Lane,PM,5:45 PM,Westbound,6901
Chereb Lane,PM,5:45 PM,Westbound,9233
Chereb Lane,PM,5:45 PM,Westbound,8208
Chereb Lane,PM,5:45 PM,Westbound,7064
Chereb Lane,PM,5:45 PM,Westbound,2562
Chereb Lane,PM,5:45 PM,Westbound,3832
Chereb Lane,PM,5:45 PM,Westbound,6365
Chereb Lane,PM,5:45 PM,Westbound,563
Chereb Lane,PM,5:45 PM,Westbound,7472
Chereb Lane,PM,6:00 PM,Westbound,4257
Chereb Lane,PM,6:00 PM,Westbound,6357
Chereb Lane,PM,6:00 PM,Westbound,3133
Chereb Lane,PM,6:00 PM,Westbound,ONER
Chereb Lane,PM,6:00 PM,Westbound,4360
